#name	ftp_path	biosample	species	assembly_level
Acida_fan_GCA_053486475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/486/475/GCA_053486475.1_ASM5348647v1/	SAMN48438034	Acidarchaeum fankouense	Scaffold
Acida_fan_GCA_053486495_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/486/495/GCA_053486495.1_ASM5348649v1/	SAMN48438039	Acidarchaeum fankouense	Scaffold
Acida_fan_GCA_977012175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/977/012/175/GCA_977012175.1_FK_Bin1/	SAMEA120400416	Acidarchaeum fankouense	Scaffold
Acida_fan_GCA_977012245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/977/012/245/GCA_977012245.1_FK_Bin2/	SAMEA120400417	Acidarchaeum fankouense	Scaffold
Acidia_amb_DSM_3772_GCF_009428885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/428/885/GCF_009428885.1_ASM942888v1/	SAMN13103967	Acidianus ambivalens	Contig
Acidia_amb_LEI_10_GCF_009729015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/729/015/GCF_009729015.1_ASM972901v1/	SAMN09933089	Acidianus ambivalens	Complete Genome
Acidia_bri_DSM_1651_GCF_003201835_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/835/GCF_003201835.2_ASM320183v2/	SAMN09071529	Acidianus brierleyi	Complete Genome
Acidia_hos_GCA_003086435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/435/GCA_003086435.1_ASM308643v1/	SAMN06968115	Acidianus hospitalis	Contig
Acidia_hos_GCA_046533895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/533/895/GCA_046533895.1_ASM4653389v1/	SAMN37494483	Acidianus hospitalis	Contig
Acidia_hos_W1_GCF_000213215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/215/GCF_000213215.1_ASM21321v1/	SAMN02602984	Acidianus hospitalis	Complete Genome
Acidia_infer_DSM_3191_GCF_009729545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/729/545/GCF_009729545.1_ASM972954v1/	SAMN09933090	Acidianus infernus	Contig
Acidia_infer_GCA_026626945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/626/945/GCA_026626945.1_ASM2662694v1/	SAMN31719895	Acidianus infernus	Contig
Acidia_infer_GCA_026626965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/626/965/GCA_026626965.1_ASM2662696v1/	SAMN31719900	Acidianus infernus	Contig
Acidia_infer_GCF_041748595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/748/595/GCF_041748595.1_ASM4174859v1/	SAMN41306070	Acidianus infernus	Contig
Acidia_manz_YN_25_GCF_002116695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/695/GCF_002116695.1_ASM211669v1/	SAMN06640543	Acidianus manzaensis	Complete Genome
Acidia_sp_DSM_29099_GCA_013133895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/133/895/GCA_013133895.1_ASM1313389v1/	SAMN14829352	Acidianus sp.	Contig
Acidia_sp_GCA_032248955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/248/955/GCA_032248955.1_ASM3224895v1/	SAMN37115005	Acidianus sp.	Contig
Acidia_sp_GCA_032249015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/249/015/GCA_032249015.1_ASM3224901v1/	SAMN37115003	Acidianus sp.	Contig
Acidia_sp_GCA_046533515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/533/515/GCA_046533515.1_ASM4653351v1/	SAMN37494500	Acidianus sp.	Contig
Acidia_sp_GCA_046534395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/534/395/GCA_046534395.1_ASM4653439v1/	SAMN37494459	Acidianus sp.	Contig
Acidia_sp_GCA_046537415_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/537/415/GCA_046537415.1_ASM4653741v1/	SAMN37494392	Acidianus sp.	Contig
Acidia_sp_HS_5_GCA_021655615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/615/GCA_021655615.1_ASM2165561v1/	SAMD00413987	Acidianus sp.	Complete Genome
Acidia_sulfidiv_JP7_GCF_003201765_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/765/GCF_003201765.2_ASM320176v2/	SAMN09071530	Acidianus sulfidivorans	Complete Genome
Acidil_acetic_JCM_11320_GCF_055392325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/392/325/GCF_055392325.1_ASM5539232v1/	SAMD00887312	Acidilobus aceticus	Complete Genome
Acidil_saccharovora_345_15_GCF_000144915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/915/GCF_000144915.1_ASM14491v1/	SAMN02603091	Acidilobus saccharovorans	Complete Genome
Acidil_sp_7A_GCA_003431325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/325/GCA_003431325.1_ASM343132v1/	SAMN03173949	Acidilobus sp.	Complete Genome
Acidil_sp_GCA_003086315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/315/GCA_003086315.1_ASM308631v1/	SAMN06968114	Acidilobus sp.	Contig
Acidil_sp_GCA_003086325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/325/GCA_003086325.1_ASM308632v1/	SAMN06968113	Acidilobus sp.	Contig
Acidil_sp_GCA_009903975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/903/975/GCA_009903975.1_ASM990397v1/	SAMN13824551	Acidilobus sp.	Contig
Acidil_sp_GCA_009903985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/903/985/GCA_009903985.1_ASM990398v1/	SAMN13824552	Acidilobus sp.	Contig
Acidil_sp_GCA_022014845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/014/845/GCA_022014845.1_ASM2201484v1/	SAMN25334122	Acidilobus sp.	Contig
Acidil_sp_GCA_022014995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/014/995/GCA_022014995.1_ASM2201499v1/	SAMN25334117	Acidilobus sp.	Contig
Acidil_sp_GCA_022015055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/015/055/GCA_022015055.1_ASM2201505v1/	SAMN25334111	Acidilobus sp.	Contig
Acidil_sp_GCA_022015155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/015/155/GCA_022015155.1_ASM2201515v1/	SAMN25334108	Acidilobus sp.	Contig
Acidil_sp_GCA_022015235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/015/235/GCA_022015235.1_ASM2201523v1/	SAMN25334105	Acidilobus sp.	Contig
Acidil_sp_GCA_022015295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/015/295/GCA_022015295.1_ASM2201529v1/	SAMN25334102	Acidilobus sp.	Contig
Acidil_sp_GCA_022759325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/759/325/GCA_022759325.1_ASM2275932v1/	SAMN16495481	Acidilobus sp.	Scaffold
Acidil_sp_GCA_028275725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/275/725/GCA_028275725.1_ASM2827572v1/	SAMN32179828	Acidilobus sp.	Contig
Acidil_sp_GCA_028275845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/275/845/GCA_028275845.1_ASM2827584v1/	SAMN32179822	Acidilobus sp.	Contig
Acidil_sp_GCA_028276005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/276/005/GCA_028276005.1_ASM2827600v1/	SAMN32179816	Acidilobus sp.	Contig
Acidil_sp_GCA_028276635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/276/635/GCA_028276635.1_ASM2827663v1/	SAMN32179644	Acidilobus sp.	Contig
Acidil_sp_GCA_028277005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/277/005/GCA_028277005.1_ASM2827700v1/	SAMN32179628	Acidilobus sp.	Contig
Acidil_sp_GCA_046533535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/533/535/GCA_046533535.1_ASM4653353v1/	SAMN37494501	Acidilobus sp.	Contig
Acidil_sp_GCA_046533795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/533/795/GCA_046533795.1_ASM4653379v1/	SAMN37494488	Acidilobus sp.	Contig
Acidil_sp_GCA_046533815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/533/815/GCA_046533815.1_ASM4653381v1/	SAMN37494486	Acidilobus sp.	Contig
Acidil_sp_GCA_046534115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/534/115/GCA_046534115.1_ASM4653411v1/	SAMN37494469	Acidilobus sp.	Contig
Acidil_sp_GCA_046534195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/534/195/GCA_046534195.1_ASM4653419v1/	SAMN37494467	Acidilobus sp.	Contig
Acidil_sp_GCA_046536475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/536/475/GCA_046536475.1_ASM4653647v1/	SAMN37494439	Acidilobus sp.	Contig
Acidil_sp_GCA_046536635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/536/635/GCA_046536635.1_ASM4653663v1/	SAMN37494429	Acidilobus sp.	Contig
Acidil_sp_GCA_046536935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/536/935/GCA_046536935.1_ASM4653693v1/	SAMN37494415	Acidilobus sp.	Contig
Acidil_sp_GCA_046537085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/537/085/GCA_046537085.1_ASM4653708v1/	SAMN37494409	Acidilobus sp.	Contig
Acidil_sp_GCA_046537175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/537/175/GCA_046537175.1_ASM4653717v1/	SAMN37494402	Acidilobus sp.	Contig
Acidil_sp_GCA_046537255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/537/255/GCA_046537255.1_ASM4653725v1/	SAMN37494403	Acidilobus sp.	Contig
Acidil_sp_GCA_046537315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/537/315/GCA_046537315.1_ASM4653731v1/	SAMN37494397	Acidilobus sp.	Contig
Acidil_sp_GCA_049973875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/973/875/GCA_049973875.1_ASM4997387v1/	SAMN47003087	Acidilobus sp.	Scaffold
Acidil_sp_GCA_049974445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/974/445/GCA_049974445.1_ASM4997444v1/	SAMN47003071	Acidilobus sp.	Scaffold
Acidil_sp_GCA_049977005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/977/005/GCA_049977005.1_ASM4997700v1/	SAMN47003029	Acidilobus sp.	Scaffold
Acidil_sp_GCA_053497915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/497/915/GCA_053497915.1_ASM5349791v1/	SAMN51250956	Acidilobus sp.	Contig
Acidil_sp_GCA_053498375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/498/375/GCA_053498375.1_ASM5349837v1/	SAMN51250933	Acidilobus sp.	Contig
Acidip_aeolicum_GCF_043195295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/195/295/GCF_043195295.1_ASM4319529v1/	SAMN40547755	Acidiplasma aeolicum	Contig
Acidip_aeolicum_VT_GCF_001402945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/402/945/GCF_001402945.1_ASM140294v1/	SAMN04087216	Acidiplasma aeolicum	Contig
Acidip_aeolicum_V_GCF_001399695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/399/695/GCF_001399695.1_ASM139969v1/	SAMN03274863	Acidiplasma aeolicum	Contig
Acidip_cupric_BH2_GCF_001402935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/402/935/GCF_001402935.1_ASM140293v1/	SAMN04087217	Acidiplasma cupricumulans	Contig
Acidip_cupric_JCM_13668_GCF_001316225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/225/GCF_001316225.1_ASM131622v1/	SAMD00000438	Acidiplasma cupricumulans	Contig
Acidip_sp_GCA_027309805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/309/805/GCA_027309805.1_ASM2730980v1/	SAMN28081230	Acidiplasma sp.	Contig
Acidip_sp_GCA_027309845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/309/845/GCA_027309845.1_ASM2730984v1/	SAMN28081229	Acidiplasma sp.	Contig
Acidip_sp_GCA_027312835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/312/835/GCA_027312835.1_ASM2731283v1/	SAMN28081079	Acidiplasma sp.	Contig
Acidip_sp_GCA_027331845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/331/845/GCA_027331845.1_ASM2733184v1/	SAMN28405252	Acidiplasma sp.	Contig
Acidip_sp_GCA_027335845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/335/845/GCA_027335845.1_ASM2733584v1/	SAMN28405140	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/325/GCA_027368325.1_ASM2736832v1/	SAMN28406976	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368355_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/355/GCA_027368355.1_ASM2736835v1/	SAMN28406975	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/375/GCA_027368375.1_ASM2736837v1/	SAMN28406974	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/395/GCA_027368395.1_ASM2736839v1/	SAMN28406973	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368415_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/415/GCA_027368415.1_ASM2736841v1/	SAMN28406971	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/435/GCA_027368435.1_ASM2736843v1/	SAMN28406972	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/455/GCA_027368455.1_ASM2736845v1/	SAMN28406970	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/475/GCA_027368475.1_ASM2736847v1/	SAMN28406969	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368495_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/495/GCA_027368495.1_ASM2736849v1/	SAMN28406968	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/515/GCA_027368515.1_ASM2736851v1/	SAMN28406967	Acidiplasma sp.	Contig
Acidip_sp_GCA_027368535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/368/535/GCA_027368535.1_ASM2736853v1/	SAMN28406966	Acidiplasma sp.	Contig
Acidip_sp_GCA_027448205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/448/205/GCA_027448205.1_ASM2744820v1/	SAMN28929163	Acidiplasma sp.	Contig
Acidip_sp_GCA_027448265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/448/265/GCA_027448265.1_ASM2744826v1/	SAMN28929164	Acidiplasma sp.	Contig
Acidip_sp_GCA_038728925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/728/925/GCA_038728925.1_ASM3872892v1/	SAMN36036836	Acidiplasma sp.	Contig
Acidip_sp_MBA_1_GCA_000949015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/949/015/GCA_000949015.1_ASM94901v1/	SAMN03333330	Acidiplasma sp.	Contig
Acidip_sp_YE_1_GCA_031201125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/201/125/GCA_031201125.1_ASM3120112v1/	SAMN37179808	Acidiplasma sp.	Complete Genome
Ae_cam_JCM_12091_GCF_001316065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/065/GCF_001316065.1_ASM131606v1/	SAMD00000424	Aeropyrum camini	Contig
Ae_cam_SY1_GCF_000591035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/035/GCF_000591035.1_ASM59103v1/	SAMD00061006	Aeropyrum camini	Complete Genome
Ae_pern_K1_GCF_000011125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/125/GCF_000011125.1_ASM1112v1/	SAMD00061092	Aeropyrum pernix	Complete Genome
Ae_pern_YK1_12_2013_GCF_004323575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/575/GCF_004323575.1_ASM432357v1/	SAMD00074121	Aeropyrum pernix	Scaffold
Ae_sp_GCA_015521685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/521/685/GCA_015521685.1_ASM1552168v1/	SAMN12837278	Aeropyrum sp.	Contig
Ae_sp_GCA_015523455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/523/455/GCA_015523455.1_ASM1552345v1/	SAMN12837189	Aeropyrum sp.	Contig
Ae_sp_GCA_015523465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/523/465/GCA_015523465.1_ASM1552346v1/	SAMN12837186	Aeropyrum sp.	Contig
Ar_fulg_DSM_4304_GCF_000008665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/665/GCF_000008665.1_ASM866v1/	SAMN02603985	Archaeoglobus fulgidus	Complete Genome
Ar_fulg_DSM_8774_GCF_000734035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/035/GCF_000734035.1_ASM73403v1/	SAMN03081472	Archaeoglobus fulgidus	Complete Genome
Ar_fulg_GCA_001508745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/745/GCA_001508745.1_ASM150874v1/	SAMN03445115	Archaeoglobus fulgidus	Contig
Ar_fulg_GCA_001508815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/508/815/GCA_001508815.1_ASM150881v1/	SAMN03445123	Archaeoglobus fulgidus	Contig
Ar_fulg_GCA_055126395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/126/395/GCA_055126395.1_ASM5512639v1/	SAMN50305195	Archaeoglobus fulgidus	Contig
Ar_fulg_GCF_900069765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/069/765/GCF_900069765.1_ASM90006976v1/	SAMEA3879005	Archaeoglobus fulgidus	Contig
Ar_nep_SE56_GCF_016757965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/757/965/GCF_016757965.1_ASM1675796v1/	SAMN17126929	Archaeoglobus neptunius	Contig
Ar_profundus_DSM_5631_GCF_000025285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/285/GCF_000025285.1_ASM2528v1/	SAMN00017459	Archaeoglobus profundus	Complete Genome
Ar_profundus_GCA_015662535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/662/535/GCA_015662535.1_ASM1566253v1/	SAMN09926490	Archaeoglobus profundus	Contig
Ar_profundus_GCA_015662635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/662/635/GCA_015662635.1_ASM1566263v1/	SAMN09926486	Archaeoglobus profundus	Contig
Ar_profundus_GCA_015662965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/662/965/GCA_015662965.1_ASM1566296v1/	SAMN09926467	Archaeoglobus profundus	Contig
Ar_sp_GCA_002010045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/045/GCA_002010045.1_ASM201004v1/	SAMN06226339	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/115/GCA_002010115.1_ASM201011v1/	SAMN06226343	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/125/GCA_002010125.1_ASM201012v1/	SAMN06226340	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/155/GCA_002010155.1_ASM201015v1/	SAMN06226348	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/165/GCA_002010165.1_ASM201016v1/	SAMN06226347	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/195/GCA_002010195.1_ASM201019v1/	SAMN06226349	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/205/GCA_002010205.1_ASM201020v1/	SAMN06226350	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/215/GCA_002010215.1_ASM201021v1/	SAMN06226354	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/225/GCA_002010225.1_ASM201022v1/	SAMN06226353	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/275/GCA_002010275.1_ASM201027v1/	SAMN06226357	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/285/GCA_002010285.1_ASM201028v1/	SAMN06226358	Archaeoglobus sp.	Contig
Ar_sp_GCA_002010295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/010/295/GCA_002010295.1_ASM201029v1/	SAMN06226356	Archaeoglobus sp.	Contig
Ar_sp_GCA_002011195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/195/GCA_002011195.1_ASM201119v1/	SAMN06226342	Archaeoglobus sp.	Contig
Ar_sp_GCA_002011215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/215/GCA_002011215.1_ASM201121v1/	SAMN06226341	Archaeoglobus sp.	Contig
Ar_sp_GCA_002011235_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/235/GCA_002011235.1_ASM201123v1/	SAMN06226344	Archaeoglobus sp.	Contig
Ar_sp_GCA_002011245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/245/GCA_002011245.1_ASM201124v1/	SAMN06226345	Archaeoglobus sp.	Contig
Ar_sp_GCA_002011255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/255/GCA_002011255.1_ASM201125v1/	SAMN06226346	Archaeoglobus sp.	Contig
Ar_sp_GCA_002011295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/295/GCA_002011295.1_ASM201129v1/	SAMN06226351	Archaeoglobus sp.	Contig
Ar_sp_GCA_002011315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/315/GCA_002011315.1_ASM201131v1/	SAMN06226352	Archaeoglobus sp.	Contig
Ar_sp_GCA_002011335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/011/335/GCA_002011335.1_ASM201133v1/	SAMN06226355	Archaeoglobus sp.	Contig
Ar_sp_GCA_002494625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/625/GCA_002494625.1_ASM249462v1/	SAMN06027495	Archaeoglobus sp.	Scaffold
Ar_sp_GCA_002494665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/665/GCA_002494665.1_ASM249466v1/	SAMN06027493	Archaeoglobus sp.	Scaffold
Ar_sp_GCA_002507315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/315/GCA_002507315.1_ASM250731v1/	SAMN06027498	Archaeoglobus sp.	Contig
Ar_sp_GCA_002507545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/545/GCA_002507545.1_ASM250754v1/	SAMN06027201	Archaeoglobus sp.	Scaffold
Ar_sp_GCA_003978865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/978/865/GCA_003978865.1_ASM397886v1/	SAMN09407821	Archaeoglobus sp.	Contig
Ar_sp_GCA_011043275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/043/275/GCA_011043275.1_ASM1104327v1/	SAMN09638363	Archaeoglobus sp.	Contig
Ar_sp_GCA_017656475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/656/475/GCA_017656475.1_ASM1765647v1/	SAMN15049707	Archaeoglobus sp.	Contig
Ar_sp_GCA_017656505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/656/505/GCA_017656505.1_ASM1765650v1/	SAMN15049708	Archaeoglobus sp.	Contig
Ar_sp_GCA_020833165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/833/165/GCA_020833165.1_ASM2083316v1/	SAMN18938186	Archaeoglobus sp.	Contig
Ar_sp_GCA_027002605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/002/605/GCA_027002605.1_ASM2700260v1/	SAMN27361130	Archaeoglobus sp.	Scaffold
Ar_sp_GCA_027026855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/026/855/GCA_027026855.1_ASM2702685v1/	SAMN27360120	Archaeoglobus sp.	Scaffold
Ar_sp_GCA_027029145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/029/145/GCA_027029145.1_ASM2702914v1/	SAMN27359981	Archaeoglobus sp.	Scaffold
Ar_sp_GCA_027033075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/033/075/GCA_027033075.1_ASM2703307v1/	SAMN27360095	Archaeoglobus sp.	Scaffold
Ar_sp_GCA_029982885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/982/885/GCA_029982885.1_ASM2998288v1/	SAMN33401081	Archaeoglobus sp.	Contig
Ar_sp_GCA_036742095_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/742/095/GCA_036742095.1_ASM3674209v1/	SAMN28746634	Archaeoglobus sp.	Scaffold
Ar_sp_GCA_053937685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/937/685/GCA_053937685.1_ASM5393768v1/	SAMN47791321	Archaeoglobus sp.	Contig
Ar_sp_GCA_053938905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/938/905/GCA_053938905.1_ASM5393890v1/	SAMN47791274	Archaeoglobus sp.	Contig
