#name	ftp_path	biosample	species	assembly_level
Halove_sp_GCA_018609805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/609/805/GCA_018609805.1_ASM1860980v1/	SAMN19270126	Halovenus sp.	Contig
Halove_sp_GCA_028274925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/274/925/GCA_028274925.1_ASM2827492v1/	SAMN32192782	Halovenus sp.	Contig
Halove_sp_GCA_028274985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/274/985/GCA_028274985.1_ASM2827498v1/	SAMN32192789	Halovenus sp.	Contig
Halove_sp_GCA_028275025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/275/025/GCA_028275025.1_ASM2827502v1/	SAMN32192792	Halovenus sp.	Contig
Halove_sp_GCA_028275145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/275/145/GCA_028275145.1_ASM2827514v1/	SAMN32192801	Halovenus sp.	Contig
Halove_sp_GCA_036625385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/625/385/GCA_036625385.1_ASM3662538v1/	SAMN38146042	Halovenus sp.	Contig
Halove_sp_GCA_036625985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/625/985/GCA_036625985.1_ASM3662598v1/	SAMN38146014	Halovenus sp.	Contig
Halove_sp_GCA_036628515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/628/515/GCA_036628515.1_ASM3662851v1/	SAMN38145991	Halovenus sp.	Contig
Halove_sp_GCA_036628615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/628/615/GCA_036628615.1_ASM3662861v1/	SAMN38145985	Halovenus sp.	Contig
Halove_sp_GCA_047618005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/618/005/GCA_047618005.1_ASM4761800v1/	SAMN44742107	Halovenus sp.	Contig
Halove_sp_GCA_048628395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/628/395/GCA_048628395.1_ASM4862839v1/	SAMN47247960	Halovenus sp.	Contig
Halove_sp_HT40_GCA_037080055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/080/055/GCA_037080055.1_ASM3708005v1/	SAMN40196327	Halovenus sp.	Scaffold
Halovi_asiaticus_JCM_14624_GCF_000337515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/515/GCF_000337515.1_ASM33751v1/	SAMN02471651	Halovivax asiaticus	Contig
Halovi_ceri_IBRC_M_10256_GCF_024498195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/498/195/GCF_024498195.1_ASM2449819v1/	SAMN29883696	Halovivax cerinus	Complete Genome
Halovi_ceri_IBRC_M_10256_GCF_042650185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/650/185/GCF_042650185.1_ASM4265018v1/	SAMN43281996	Halovivax cerinus	Contig
Halovi_gelatinilyticus_CGA30_GCF_024300625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/300/625/GCF_024300625.1_ASM2430062v1/	SAMN29426050	Halovivax gelatinilyticus	Complete Genome
Halovi_limis_IBRC_M_10022_GCF_023093535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/093/535/GCF_023093535.1_ASM2309353v1/	SAMN27554405	Halovivax limisalsi	Complete Genome
Halovi_ruber_XH_70_GCF_000328525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/525/GCF_000328525.1_ASM32852v1/	SAMN02232030	Halovivax ruber	Complete Genome
Halovi_sp_GCA_007119345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/119/345/GCA_007119345.1_ASM711934v1/	SAMN10606132	Halovivax sp.	Contig
Halovi_sp_GCA_007135505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/135/505/GCA_007135505.1_ASM713550v1/	SAMN10610411	Halovivax sp.	Contig
Hy_buty_DSM_5456_GCF_000015145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/145/GCF_000015145.1_ASM1514v1/	SAMN02604082	Hyperthermus butylicus	Complete Genome
Hy_sp_GCA_003978665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/978/665/GCA_003978665.1_ASM397866v1/	SAMN09407845	Hyperthermus sp.	Contig
Hy_sp_GCA_056499305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/056/499/305/GCA_056499305.1_ASM5649930v1/	SAMN53235728	Hyperthermus sp.	Contig
Ignic_hos_KIN4_I_GCF_000017945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/945/GCF_000017945.1_ASM1794v1/	SAMN02598324	Ignicoccus hospitalis	Complete Genome
Ignic_islandicus_DSM_13165_GCF_001481685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/685/GCF_001481685.1_ASM148168v1/	SAMN04316368	Ignicoccus islandicus	Complete Genome
Ignic_pac_DSM_13166_GCA_025340205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/340/205/GCA_025340205.1_ASM2534020v1/	SAMN04316367	Ignicoccus pacificus	Complete Genome
Ignic_sp_GCA_054005295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/005/295/GCA_054005295.1_ASM5400529v1/	SAMN49583577	Ignicoccus sp.	Contig
Ignic_sp_GCA_054016835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/016/835/GCA_054016835.1_ASM5401683v1/	SAMN49582717	Ignicoccus sp.	Contig
Ignic_sp_GCA_054016855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/016/855/GCA_054016855.1_ASM5401685v1/	SAMN49582716	Ignicoccus sp.	Contig
Ignic_sp_GCA_054020855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/020/855/GCA_054020855.1_ASM5402085v1/	SAMN49583181	Ignicoccus sp.	Contig
Ignic_sp_GCA_056435145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/056/435/145/GCA_056435145.1_ASM5643514v1/	SAMN53235940	Ignicoccus sp.	Contig
Ignic_sp_GCA_056438065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/056/438/065/GCA_056438065.1_ASM5643806v1/	SAMN53235924	Ignicoccus sp.	Contig
Ignis_agg_DSM_17230_GCA_000145985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/985/GCA_000145985.1_ASM14598v1/	SAMN00016987	Ignisphaera aggregans	Complete Genome
Ignis_agg_GCA_015662595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/662/595/GCA_015662595.1_ASM1566259v1/	SAMN09926488	Ignisphaera aggregans	Contig
Ignis_cupi_4213_co_GCF_030186535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/186/535/GCF_030186535.1_ASM3018653v1/	SAMN35529470	Ignisphaera cupida	Contig
Ignis_sp_GCA_009889545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/889/545/GCA_009889545.1_ASM988954v1/	SAMN13381900	Ignisphaera sp.	Contig
Ignis_sp_GCA_011042045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/042/045/GCA_011042045.1_ASM1104204v1/	SAMN09638340	Ignisphaera sp.	Contig
Ignis_sp_GCA_012962045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/962/045/GCA_012962045.1_ASM1296204v1/	SAMN10967552	Ignisphaera sp.	Contig
Ignis_sp_GCA_020833345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/833/345/GCA_020833345.1_ASM2083334v1/	SAMN18938177	Ignisphaera sp.	Contig
Ignis_sp_GCA_022759085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/759/085/GCA_022759085.1_ASM2275908v1/	SAMN16495494	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_023269755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/269/755/GCA_023269755.1_ASM2326975v1/	SAMN17914471	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_025058535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/058/535/GCA_025058535.1_ASM2505853v1/	SAMN30304956	Ignisphaera sp.	Contig
Ignis_sp_GCA_026414015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/414/015/GCA_026414015.1_ASM2641401v1/	SAMN30305257	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_028275825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/275/825/GCA_028275825.1_ASM2827582v1/	SAMN32179825	Ignisphaera sp.	Contig
Ignis_sp_GCA_033581155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/581/155/GCA_033581155.1_ASM3358115v1/	SAMN37334061	Ignisphaera sp.	Contig
Ignis_sp_GCA_038727055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/727/055/GCA_038727055.1_ASM3872705v1/	SAMN36036930	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038727315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/727/315/GCA_038727315.1_ASM3872731v1/	SAMN36036916	Ignisphaera sp.	Contig
Ignis_sp_GCA_038727375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/727/375/GCA_038727375.1_ASM3872737v1/	SAMN36036913	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038727645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/727/645/GCA_038727645.1_ASM3872764v1/	SAMN36036901	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038727725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/727/725/GCA_038727725.1_ASM3872772v1/	SAMN36036896	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038728125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/728/125/GCA_038728125.1_ASM3872812v1/	SAMN36036878	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038728445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/728/445/GCA_038728445.1_ASM3872844v1/	SAMN36036861	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038728705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/728/705/GCA_038728705.1_ASM3872870v1/	SAMN36036847	Ignisphaera sp.	Contig
Ignis_sp_GCA_038731505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/731/505/GCA_038731505.1_ASM3873150v1/	SAMN36036777	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038731785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/731/785/GCA_038731785.1_ASM3873178v1/	SAMN36036770	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038732105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/732/105/GCA_038732105.1_ASM3873210v1/	SAMN36036764	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038733265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/733/265/GCA_038733265.1_ASM3873326v1/	SAMN36036743	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038734405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/734/405/GCA_038734405.1_ASM3873440v1/	SAMN36036719	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038735125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/735/125/GCA_038735125.1_ASM3873512v1/	SAMN36036701	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038735515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/735/515/GCA_038735515.1_ASM3873551v1/	SAMN36036692	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038741275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/741/275/GCA_038741275.1_ASM3874127v1/	SAMN36036632	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038741745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/741/745/GCA_038741745.1_ASM3874174v1/	SAMN36036621	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038815865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/815/865/GCA_038815865.1_ASM3881586v1/	SAMN36038562	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038816275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/816/275/GCA_038816275.1_ASM3881627v1/	SAMN36038557	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038816525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/816/525/GCA_038816525.1_ASM3881652v1/	SAMN36038549	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038816795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/816/795/GCA_038816795.1_ASM3881679v1/	SAMN36038545	Ignisphaera sp.	Contig
Ignis_sp_GCA_038818315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/818/315/GCA_038818315.1_ASM3881831v1/	SAMN36038508	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038818515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/818/515/GCA_038818515.1_ASM3881851v1/	SAMN36038504	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038820005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/820/005/GCA_038820005.1_ASM3882000v1/	SAMN36038477	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038821315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/821/315/GCA_038821315.1_ASM3882131v1/	SAMN36038796	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038821555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/821/555/GCA_038821555.1_ASM3882155v1/	SAMN36038789	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038821645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/821/645/GCA_038821645.1_ASM3882164v1/	SAMN36038785	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038821845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/821/845/GCA_038821845.1_ASM3882184v1/	SAMN36038784	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038823665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/823/665/GCA_038823665.1_ASM3882366v1/	SAMN36038745	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038824275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/824/275/GCA_038824275.1_ASM3882427v1/	SAMN36038731	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038831005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/831/005/GCA_038831005.1_ASM3883100v1/	SAMN36038973	Ignisphaera sp.	Contig
Ignis_sp_GCA_038832725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/832/725/GCA_038832725.1_ASM3883272v1/	SAMN36038930	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038833335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/833/335/GCA_038833335.1_ASM3883333v1/	SAMN36038915	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038833555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/833/555/GCA_038833555.1_ASM3883355v1/	SAMN36038912	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038834645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/834/645/GCA_038834645.1_ASM3883464v1/	SAMN36038888	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038834765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/834/765/GCA_038834765.1_ASM3883476v1/	SAMN36038889	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038835805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/835/805/GCA_038835805.1_ASM3883580v1/	SAMN36038872	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038836355_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/836/355/GCA_038836355.1_ASM3883635v1/	SAMN36038862	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038837425_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/837/425/GCA_038837425.1_ASM3883742v1/	SAMN36038844	Ignisphaera sp.	Contig
Ignis_sp_GCA_038837825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/837/825/GCA_038837825.1_ASM3883782v1/	SAMN36038837	Ignisphaera sp.	Contig
Ignis_sp_GCA_038838855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/838/855/GCA_038838855.1_ASM3883885v1/	SAMN36038815	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038839115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/839/115/GCA_038839115.1_ASM3883911v1/	SAMN36039275	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038839465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/839/465/GCA_038839465.1_ASM3883946v1/	SAMN36039270	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038839765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/839/765/GCA_038839765.1_ASM3883976v1/	SAMN36039264	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038841775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/841/775/GCA_038841775.1_ASM3884177v1/	SAMN36039189	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038842105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/842/105/GCA_038842105.1_ASM3884210v1/	SAMN36039178	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038842305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/842/305/GCA_038842305.1_ASM3884230v1/	SAMN36039176	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038844415_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/844/415/GCA_038844415.1_ASM3884441v1/	SAMN36039138	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038844545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/844/545/GCA_038844545.1_ASM3884454v1/	SAMN36039136	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038844715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/844/715/GCA_038844715.1_ASM3884471v1/	SAMN36039132	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038852875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/852/875/GCA_038852875.1_ASM3885287v1/	SAMN36039619	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038853785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/853/785/GCA_038853785.1_ASM3885378v1/	SAMN36039601	Ignisphaera sp.	Contig
Ignis_sp_GCA_038854545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/854/545/GCA_038854545.1_ASM3885454v1/	SAMN36039587	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038857655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/857/655/GCA_038857655.1_ASM3885765v1/	SAMN36039524	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038858825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/858/825/GCA_038858825.1_ASM3885882v1/	SAMN36039497	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038860605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/860/605/GCA_038860605.1_ASM3886060v1/	SAMN36039463	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038862645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/862/645/GCA_038862645.1_ASM3886264v1/	SAMN36039422	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038864455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/864/455/GCA_038864455.1_ASM3886445v1/	SAMN36039387	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038865685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/865/685/GCA_038865685.1_ASM3886568v1/	SAMN36039364	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038867555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/867/555/GCA_038867555.1_ASM3886755v1/	SAMN36039313	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038868295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/868/295/GCA_038868295.1_ASM3886829v1/	SAMN36037799	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038878515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/878/515/GCA_038878515.1_ASM3887851v1/	SAMN36037576	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038878655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/878/655/GCA_038878655.1_ASM3887865v1/	SAMN36037571	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038878915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/878/915/GCA_038878915.1_ASM3887891v1/	SAMN36037556	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038879035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/879/035/GCA_038879035.1_ASM3887903v1/	SAMN36037550	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038879315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/879/315/GCA_038879315.1_ASM3887931v1/	SAMN36037535	Ignisphaera sp.	Contig
Ignis_sp_GCA_038879475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/879/475/GCA_038879475.1_ASM3887947v1/	SAMN36037527	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038879515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/879/515/GCA_038879515.1_ASM3887951v1/	SAMN36037525	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038879655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/879/655/GCA_038879655.1_ASM3887965v1/	SAMN36037518	Ignisphaera sp.	Contig
Ignis_sp_GCA_038879755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/879/755/GCA_038879755.1_ASM3887975v1/	SAMN36037513	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038879795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/879/795/GCA_038879795.1_ASM3887979v1/	SAMN36037511	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038879915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/879/915/GCA_038879915.1_ASM3887991v1/	SAMN36037506	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038887215_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/887/215/GCA_038887215.1_ASM3888721v1/	SAMN36038150	Ignisphaera sp.	Contig
Ignis_sp_GCA_038887395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/887/395/GCA_038887395.1_ASM3888739v1/	SAMN36038141	Ignisphaera sp.	Contig
Ignis_sp_GCA_038887655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/887/655/GCA_038887655.1_ASM3888765v1/	SAMN36038128	Ignisphaera sp.	Contig
Ignis_sp_GCA_038887735_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/887/735/GCA_038887735.1_ASM3888773v1/	SAMN36038123	Ignisphaera sp.	Contig
Ignis_sp_GCA_038887855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/887/855/GCA_038887855.1_ASM3888785v1/	SAMN36038117	Ignisphaera sp.	Contig
Ignis_sp_GCA_038888255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/888/255/GCA_038888255.1_ASM3888825v1/	SAMN36038095	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038889075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/889/075/GCA_038889075.1_ASM3888907v1/	SAMN36038064	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038889515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/889/515/GCA_038889515.1_ASM3888951v1/	SAMN36038052	Ignisphaera sp.	Contig
Ignis_sp_GCA_038891795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/891/795/GCA_038891795.1_ASM3889179v1/	SAMN36038401	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038892055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/892/055/GCA_038892055.1_ASM3889205v1/	SAMN36038387	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038892075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/892/075/GCA_038892075.1_ASM3889207v1/	SAMN36038388	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038892475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/892/475/GCA_038892475.1_ASM3889247v1/	SAMN36038363	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038892635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/892/635/GCA_038892635.1_ASM3889263v1/	SAMN36038358	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038892955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/892/955/GCA_038892955.1_ASM3889295v1/	SAMN36038340	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038893015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/893/015/GCA_038893015.1_ASM3889301v1/	SAMN36038337	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038893055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/893/055/GCA_038893055.1_ASM3889305v1/	SAMN36038335	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038893535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/893/535/GCA_038893535.1_ASM3889353v1/	SAMN36038311	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038893675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/893/675/GCA_038893675.1_ASM3889367v1/	SAMN36038306	Ignisphaera sp.	Contig
Ignis_sp_GCA_038893755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/893/755/GCA_038893755.1_ASM3889375v1/	SAMN36038299	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038894655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/894/655/GCA_038894655.1_ASM3889465v1/	SAMN36038254	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038894955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/894/955/GCA_038894955.1_ASM3889495v1/	SAMN36038235	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038895695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/895/695/GCA_038895695.1_ASM3889569v1/	SAMN36038196	Ignisphaera sp.	Scaffold
Ignis_sp_GCA_038895915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/895/915/GCA_038895915.1_ASM3889591v1/	SAMN36038186	Ignisphaera sp.	Scaffold
